BOTSWANA,BOTSWANA,FRANCISTOWN,0
GAUTENG,HEIDELBERG,RENSBURG,2400
GAUTENG,HEIDELBERG,SHALIMAR RIDGE,2400
GAUTENG,HEIDELBERG,SPAARWATER,2400
GAUTENG,HEIDELBERG,THEODON,2402
GAUTENG,JOHANNESBURG,ABBOTSFORD,2192
GAUTENG,JOHANNESBURG,AEROTON,2013
GAUTENG,JOHANNESBURG,ALAN MANOR,2091
GAUTENG,JOHANNESBURG,ALEXANDRA,2090
GAUTENG,JOHANNESBURG,ALTHEA,1825
GAUTENG,JOHANNESBURG,ALVEDA,2001
GAUTENG,JOHANNESBURG,ANCHORVILLE,1825
GAUTENG,JOHANNESBURG,APPLE ORCHARDS,1876
GAUTENG,JOHANNESBURG,ARGYLE,2001
GAUTENG,JOHANNESBURG,ARMADALE,2013
GAUTENG,JOHANNESBURG,ARTHURS PLACE,2091
GAUTENG,JOHANNESBURG,ASPEN HILLS,2190
GAUTENG,JOHANNESBURG,AVELEDA PARK,2091
GAUTENG,JOHANNESBURG,BARAGWANATH,2013
GAUTENG,JOHANNESBURG,BASSONIA ESTATE,2061
GAUTENG,JOHANNESBURG,BASSONIA,2061
GAUTENG,JOHANNESBURG,BEDFORD 68 IR,2007
GAUTENG,JOHANNESBURG,BELGRAVIA,2094
GAUTENG,JOHANNESBURG,BELLAVISTA ESTATE,2091
GAUTENG,JOHANNESBURG,BELLAVISTA SOUTH,2091
GAUTENG,JOHANNESBURG,BELLAVISTA,2091
GAUTENG,JOHANNESBURG,BELLEVUE CENTRAL,2198
GAUTENG,JOHANNESBURG,BELLEVUE EAST,2198
GAUTENG,JOHANNESBURG,BELLEVUE,2198
GAUTENG,JOHANNESBURG,BENROSE,2094
GAUTENG,JOHANNESBURG,BEREA,2198
GAUTENG,JOHANNESBURG,BERGVLEI,2012
GAUTENG,JOHANNESBURG,BERTRAMS,2094
GAUTENG,JOHANNESBURG,BERTSHAM,2013
GAUTENG,JOHANNESBURG,BEZUIDENHOUTS VALLEY,2094
GAUTENG,JOHANNESBURG,BIRDHAVEN,2196
GAUTENG,JOHANNESBURG,BIRNAM PARK,2015
GAUTENG,JOHANNESBURG,BIRNAM,2196
GAUTENG,JOHANNESBURG,BOOYSENS,2091
GAUTENG,JOHANNESBURG,BRAAMFONTEIN,2001
GAUTENG,JOHANNESBURG,BRAAMPARK,2001
GAUTENG,JOHANNESBURG,BRAMLEY GARDENS,2090
GAUTENG,JOHANNESBURG,BRAMLEY MANOR,2090
GAUTENG,JOHANNESBURG,BRAMLEY NORTH,2090
GAUTENG,JOHANNESBURG,BRAMLEY PARK,2090
GAUTENG,JOHANNESBURG,BRAMLEY VIEW,2090
GAUTENG,JOHANNESBURG,BRAMLEY,2090
GAUTENG,JOHANNESBURG,BROADWAY,2020
GAUTENG,JOHANNESBURG,BRUMA,2198
GAUTENG,JOHANNESBURG,BURGERSDORP,2092
GAUTENG,JOHANNESBURG,BUSHKOPPIES,1811
GAUTENG,JOHANNESBURG,CASEY PARK,2090
GAUTENG,JOHANNESBURG,CHELTONDALE,2192
GAUTENG,JOHANNESBURG,CHISLEHURSTON,2196
GAUTENG,JOHANNESBURG,CHRISVILLE,2091
GAUTENG,JOHANNESBURG,CITY & SUBURBAN INDUSTRIAL,2001
GAUTENG,JOHANNESBURG,CITY & SUBURBAN,2001
GAUTENG,JOHANNESBURG,CITY DEEP,2001
GAUTENG,JOHANNESBURG,CITY WEST,2092
GAUTENG,JOHANNESBURG,CLEVELAND,2094
GAUTENG,JOHANNESBURG,CLYNTON,2196
GAUTENG,JOHANNESBURG,COMPTONVILLE,2064
GAUTENG,JOHANNESBURG,CORLETT GARDENS,2090
GAUTENG,JOHANNESBURG,CORRIEMOOR,2195
GAUTENG,JOHANNESBURG,COTTESLOE,2092
GAUTENG,JOHANNESBURG,CRAIGHALL,2196
GAUTENG,JOHANNESBURG,CROESUS,2093
GAUTENG,JOHANNESBURG,CROWN CITY,2092
GAUTENG,JOHANNESBURG,CROWN GARDENS,2091
GAUTENG,JOHANNESBURG,CROWN NORTH,2092
GAUTENG,JOHANNESBURG,CRYSTAL GARDENS,2090
GAUTENG,JOHANNESBURG,CYRILDENE,2198
GAUTENG,JOHANNESBURG,DENNEHOF,2196
GAUTENG,JOHANNESBURG,DENVER,2094
GAUTENG,JOHANNESBURG,DEVLAND,2013
GAUTENG,JOHANNESBURG,DEWETSHOF,2198
GAUTENG,JOHANNESBURG,DIEPSLOOT NATURE RESERVE,2001
GAUTENG,JOHANNESBURG,DOORNFONTEIN A H,2094
GAUTENG,JOHANNESBURG,DOORNFONTEIN NORTH,2094
GAUTENG,JOHANNESBURG,DOORNFONTEIN,2094
GAUTENG,JOHANNESBURG,DORELAN,2090
GAUTENG,JOHANNESBURG,DRIEZIEK,1825
GAUTENG,JOHANNESBURG,DROSTE PARK,2094
GAUTENG,JOHANNESBURG,DUNHILL,2192
GAUTENG,JOHANNESBURG,DUNKELD WEST,2196
GAUTENG,JOHANNESBURG,DUNKELD,2196
GAUTENG,JOHANNESBURG,DUNSEVERN,2090
GAUTENG,JOHANNESBURG,EAST BANK,2090
GAUTENG,JOHANNESBURG,EAST TOWN,2195
GAUTENG,JOHANNESBURG,EASTCLIFF,2190
GAUTENG,JOHANNESBURG,EIKENHOF,2001
GAUTENG,JOHANNESBURG,ELANDSFONTEIN A H,1830
GAUTENG,JOHANNESBURG,ELANDSPARK,2197
GAUTENG,JOHANNESBURG,ELCEDES,2094
GAUTENG,JOHANNESBURG,ELECTRON,2197
GAUTENG,JOHANNESBURG,ELLADOONE,2197
GAUTENG,JOHANNESBURG,ELLIS PARK,2094
GAUTENG,JOHANNESBURG,ELTONHILL,2196
GAUTENG,JOHANNESBURG,EMNABITHI NU,1830
GAUTENG,JOHANNESBURG,ENNERDALE SOUTH,1825
GAUTENG,JOHANNESBURG,ENNERDALE,1825
GAUTENG,JOHANNESBURG,EVANS PARK,2091
GAUTENG,JOHANNESBURG,FAIRMOUNT RIDGE,2192
GAUTENG,JOHANNESBURG,FAIRMOUNT,2192
GAUTENG,JOHANNESBURG,FAIRVALE,2192
GAUTENG,JOHANNESBURG,FAIRVIEW,2094
GAUTENG,JOHANNESBURG,FAIRWOOD,2192
GAUTENG,JOHANNESBURG,FELLSIDE,2192
GAUTENG,JOHANNESBURG,FERREIRASDORP,2001
GAUTENG,JOHANNESBURG,FINETOWN,1828
GAUTENG,JOHANNESBURG,FONTEINE A H,1830
GAUTENG,JOHANNESBURG,FORBESDALE,2192
GAUTENG,JOHANNESBURG,FORDSBURG,2092
GAUTENG,JOHANNESBURG,FOREST HILL,2190
GAUTENG,JOHANNESBURG,FOREST TOWN,2193
GAUTENG,JOHANNESBURG,FORMAIN,2090
GAUTENG,JOHANNESBURG,FRAMTON,2091
GAUTENG,JOHANNESBURG,GARDEN VIEW,2047
GAUTENG,JOHANNESBURG,GARDENS,2192
GAUTENG,JOHANNESBURG,GEORGE GOCH,2094
GAUTENG,JOHANNESBURG,GILLVIEW,2091
GAUTENG,JOHANNESBURG,GLEN ATHOLL,2090
GAUTENG,JOHANNESBURG,GLEN EAGLES,2001
GAUTENG,JOHANNESBURG,GLENADRIENNE,2196
GAUTENG,JOHANNESBURG,GLENANDA NORTH,2091
GAUTENG,JOHANNESBURG,GLENANDA SOUTH,2091
GAUTENG,JOHANNESBURG,GLENANDA,2091
GAUTENG,JOHANNESBURG,GLENESK,2190
GAUTENG,JOHANNESBURG,GLENHAZEL,2192
GAUTENG,JOHANNESBURG,GLENKAY,2192
GAUTENG,JOHANNESBURG,GLENSAN,2192
GAUTENG,JOHANNESBURG,GLENVISTA,2091
GAUTENG,JOHANNESBURG,GRASMERE,1828
GAUTENG,JOHANNESBURG,GRESSWOLD,2090
GAUTENG,JOHANNESBURG,GREYVILLE,1820
GAUTENG,JOHANNESBURG,HADDON,2190
GAUTENG,JOHANNESBURG,HARTBEESFONTEIN A H,1830
GAUTENG,JOHANNESBURG,HAWKINS A H,2192
GAUTENG,JOHANNESBURG,HAWKINS ESTATE,2192
GAUTENG,JOHANNESBURG,HERIOTDALE,2094
GAUTENG,JOHANNESBURG,HEROLDVILLE,2197
GAUTENG,JOHANNESBURG,HIGHLANDS NORTH,2192
GAUTENG,JOHANNESBURG,HIGHLANDS,2198
GAUTENG,JOHANNESBURG,HILL,2197
GAUTENG,JOHANNESBURG,HILLBROW,2001
GAUTENG,JOHANNESBURG,HOPEFIELD,1830
GAUTENG,JOHANNESBURG,HOSPITAL HILL,2001
GAUTENG,JOHANNESBURG,HOUGHTON ESTATE,2198
GAUTENG,JOHANNESBURG,HOUGHTON,2198
GAUTENG,JOHANNESBURG,HOUTKOPPEN A H,2001
GAUTENG,JOHANNESBURG,HURSTHILL,2092
GAUTENG,JOHANNESBURG,JAN HOFMEYER,2092
GAUTENG,JOHANNESBURG,JEPPESTOWN SOUTH,2094
GAUTENG,JOHANNESBURG,JEPPESTOWN,2094
GAUTENG,JOHANNESBURG,JOHANNESBURG CENTRAL,2001
GAUTENG,JOHANNESBURG,JOHANNESBURG,2001
GAUTENG,JOHANNESBURG,JOUBERT PARK,2001
GAUTENG,JOHANNESBURG,JUDITHS PAARL,2094
GAUTENG,JOHANNESBURG,JULES STREET,2046
GAUTENG,JOHANNESBURG,JUPITER,2094
GAUTENG,JOHANNESBURG,KENGIES A H,2196
GAUTENG,JOHANNESBURG,KENGRAY,2100
GAUTENG,JOHANNESBURG,KENILWORTH,2190
GAUTENG,JOHANNESBURG,KENSINGTON,2094
GAUTENG,JOHANNESBURG,KEW,2090
GAUTENG,JOHANNESBURG,KIASHA PARK,1829
GAUTENG,JOHANNESBURG,KIBLER HEIGHTS,2091
GAUTENG,JOHANNESBURG,KIBLER PARK,2091
GAUTENG,JOHANNESBURG,KILLARNEY,2193
GAUTENG,JOHANNESBURG,KLIPRIVIERSBERG ESTATE,2197
GAUTENG,JOHANNESBURG,KLIPRIVIERSOOG A H,1830
GAUTENG,JOHANNESBURG,KLIPRIVIERSOOG ESTATE,1830
GAUTENG,JOHANNESBURG,KLIPTOWN,1811
GAUTENG,JOHANNESBURG,KYA SANDS,2200
GAUTENG,JOHANNESBURG,LA ROCHELLE,2190
GAUTENG,JOHANNESBURG,LAKESIDE,1830
GAUTENG,JOHANNESBURG,LAKEVIEW ESTATE,2091
GAUTENG,JOHANNESBURG,LAKEVIEW,2091
GAUTENG,JOHANNESBURG,LAWLEY ESTATE,1824
GAUTENG,JOHANNESBURG,LAWLEY,1824
GAUTENG,JOHANNESBURG,LENASIA CENTRAL,1820
GAUTENG,JOHANNESBURG,LENASIA SOUTH,1828
GAUTENG,JOHANNESBURG,LENASIA,1820
GAUTENG,JOHANNESBURG,LENZ,1822
GAUTENG,JOHANNESBURG,LIEFDE EN VREDE,2001
GAUTENG,JOHANNESBURG,LINDBERGH PARK,2190
GAUTENG,JOHANNESBURG,LINKSFIELD NORTH,2192
GAUTENG,JOHANNESBURG,LINKSFIELD RIDGE,2198
GAUTENG,JOHANNESBURG,LINKSFIELD,2192
GAUTENG,JOHANNESBURG,LINMEYER,2190
GAUTENG,JOHANNESBURG,LOMBARDY EAST,2090
GAUTENG,JOHANNESBURG,LOMBARDY WEST,2090
GAUTENG,JOHANNESBURG,LOMBARDY,2090
GAUTENG,JOHANNESBURG,LORENTZVILLE,2094
GAUTENG,JOHANNESBURG,LOUGHRIN A H,2013
GAUTENG,JOHANNESBURG,LOWER HOUGHTON,2198
GAUTENG,JOHANNESBURG,LYNDHURST,2192
GAUTENG,JOHANNESBURG,MALVERN,2094
GAUTENG,JOHANNESBURG,MAPETLA,1818
GAUTENG,JOHANNESBURG,MARSHALLTOWN,2001
GAUTENG,JOHANNESBURG,MAX GOODMAN PARK,2094
GAUTENG,JOHANNESBURG,MAYFAIR WEST,2092
GAUTENG,JOHANNESBURG,MAYFAIR,2092
GAUTENG,JOHANNESBURG,MAYFIELD PARK,2091
GAUTENG,JOHANNESBURG,MELROSE ARCH,2079
GAUTENG,JOHANNESBURG,MEREDALE,2091
GAUTENG,JOHANNESBURG,MID ENNERDALE,1830
GAUTENG,JOHANNESBURG,MODEL VILLAGE,2091
GAUTENG,JOHANNESBURG,MOFFAT VIEW,2197
GAUTENG,JOHANNESBURG,MONDEOR,2091
GAUTENG,JOHANNESBURG,MONTPARK,2195
GAUTENG,JOHANNESBURG,MOTORTOWN,2111
GAUTENG,JOHANNESBURG,MOUNTAIN VIEW,2192
GAUTENG,JOHANNESBURG,MULBARTON,2059
GAUTENG,JOHANNESBURG,NANCEFIELD INDUSTRIAL,1811
GAUTENG,JOHANNESBURG,NANCEFIELD,1811
GAUTENG,JOHANNESBURG,NATURENA,2064
GAUTENG,JOHANNESBURG,NEW CANADA,2093
GAUTENG,JOHANNESBURG,NEW CENTRE,2001
GAUTENG,JOHANNESBURG,NEW DOORNFONTEIN,2094
GAUTENG,JOHANNESBURG,NEWTOWN,2001
GAUTENG,JOHANNESBURG,NEWVILLE,2114
GAUTENG,JOHANNESBURG,NIETGEDACHT A H,2001
GAUTENG,JOHANNESBURG,NORTH CHAMPAGNE ESTATE,2001
GAUTENG,JOHANNESBURG,NORTHERN ACRES,2196
GAUTENG,JOHANNESBURG,NORTHLANDS,2196
GAUTENG,JOHANNESBURG,NORTHVIEW,2192
GAUTENG,JOHANNESBURG,OAKDENE,2190
GAUTENG,JOHANNESBURG,OBSERVATORY,2198
GAUTENG,JOHANNESBURG,ODIN PARK,1825
GAUTENG,JOHANNESBURG,OLIFANTSVLEI,2001
GAUTENG,JOHANNESBURG,ONTEVREDEN A H,1830
GAUTENG,JOHANNESBURG,OOSPOORT,2094
GAUTENG,JOHANNESBURG,OPHIRTON,2091
GAUTENG,JOHANNESBURG,ORANGE FARM,1805
GAUTENG,JOHANNESBURG,ORANGE GROVE,2192
GAUTENG,JOHANNESBURG,ORIENTAL PLAZA A H,2001
GAUTENG,JOHANNESBURG,ORMONDE VALLEY,2091
GAUTENG,JOHANNESBURG,ORMONDE VIEW,2091
GAUTENG,JOHANNESBURG,ORMONDE,2091
GAUTENG,JOHANNESBURG,PAARLSHOOP,2092
GAUTENG,JOHANNESBURG,PAGE VIEW,2092
GAUTENG,JOHANNESBURG,PARK CENTRAL,2001
GAUTENG,JOHANNESBURG,PARKHURST,2193
GAUTENG,JOHANNESBURG,PARKLANDS,2121
GAUTENG,JOHANNESBURG,PARKTOWN WEST,2193
GAUTENG,JOHANNESBURG,PARKTOWN,2193
GAUTENG,JOHANNESBURG,PARKVIEW,2193
GAUTENG,JOHANNESBURG,PARKWOOD,2193
GAUTENG,JOHANNESBURG,PATLYNN A H,2192
GAUTENG,JOHANNESBURG,PATTERSON PARK,2192
GAUTENG,JOHANNESBURG,PERCELIA ESTATE,2192
GAUTENG,JOHANNESBURG,PINEGOWRIE,2123
GAUTENG,JOHANNESBURG,PINEHURST,2091
GAUTENG,JOHANNESBURG,PIONEER,2190
GAUTENG,JOHANNESBURG,POORTJE A H,1805
GAUTENG,JOHANNESBURG,POORTJE,1805
GAUTENG,JOHANNESBURG,POWER PARK,2013
GAUTENG,JOHANNESBURG,PROLECON,2001
GAUTENG,JOHANNESBURG,PUTSOTON,2093
GAUTENG,JOHANNESBURG,QUEENSHAVEN,2197
GAUTENG,JOHANNESBURG,RAEDENE,2192
GAUTENG,JOHANNESBURG,RAINBOW VALLEY,1820
GAUTENG,JOHANNESBURG,RANDJIESLAAGTE,2192
GAUTENG,JOHANNESBURG,RANDVIEW,2198
GAUTENG,JOHANNESBURG,RANELAGH,2196
GAUTENG,JOHANNESBURG,RANLEIGH,2192
GAUTENG,JOHANNESBURG,REGENCY,2197
GAUTENG,JOHANNESBURG,REGENTS PARK,2197
GAUTENG,JOHANNESBURG,REMBRANDT PARK,2090
GAUTENG,JOHANNESBURG,REMBRANDT RIDGE,2090
GAUTENG,JOHANNESBURG,REUVEN,2091
GAUTENG,JOHANNESBURG,REWLATCH,2197
GAUTENG,JOHANNESBURG,REYNOLDS VIEW,2094
GAUTENG,JOHANNESBURG,RIDGEWAY,2091
GAUTENG,JOHANNESBURG,RIETFONTEIN A H,1827
GAUTENG,JOHANNESBURG,RIETFONTEIN,1827
GAUTENG,JOHANNESBURG,RIETVALLEI A H,2001
GAUTENG,JOHANNESBURG,RISANA,2197
GAUTENG,JOHANNESBURG,RISPARK,2053
GAUTENG,JOHANNESBURG,RIVERBEND A H,2001
GAUTENG,JOHANNESBURG,RIVERLEA,2093
GAUTENG,JOHANNESBURG,RIVIERA,2193
GAUTENG,JOHANNESBURG,ROBERTSHAM,2091
GAUTENG,JOHANNESBURG,ROBINSON A H,2001
GAUTENG,JOHANNESBURG,ROBINSON DEEP A H,2001
GAUTENG,JOHANNESBURG,ROSEACRES,2197
GAUTENG,JOHANNESBURG,ROSETTENVILLE,2190
GAUTENG,JOHANNESBURG,ROUXVILLE,2192
GAUTENG,JOHANNESBURG,SALISBURY CLAIMS,2001
GAUTENG,JOHANNESBURG,SANDRINGHAM,2192
GAUTENG,JOHANNESBURG,SAVOY ESTATE,2090
GAUTENG,JOHANNESBURG,SAXONWOLD,2196
GAUTENG,JOHANNESBURG,SELBY SOUTH,2092
GAUTENG,JOHANNESBURG,SELBY,2092
GAUTENG,JOHANNESBURG,SILVAMONTE,2192
GAUTENG,JOHANNESBURG,SOUTH HILLS,2197
GAUTENG,JOHANNESBURG,SOUTH KENSINGTON,2094
GAUTENG,JOHANNESBURG,SOUTH RIDING,2190
GAUTENG,JOHANNESBURG,SOUTHDALE,2091
GAUTENG,JOHANNESBURG,SOUTHFORK,2001
GAUTENG,JOHANNESBURG,SPES BONA,2094
GAUTENG,JOHANNESBURG,SPRINGFIELD,2190
GAUTENG,JOHANNESBURG,STAFFORD,2197
GAUTENG,JOHANNESBURG,STEELEDALE,2197
GAUTENG,JOHANNESBURG,STREDFORD,1805
GAUTENG,JOHANNESBURG,SUIDEROORD,2091
GAUTENG,JOHANNESBURG,SUNNINGDALE RIDGE,2192
GAUTENG,JOHANNESBURG,SUNNINGDALE,2128
GAUTENG,JOHANNESBURG,SUNNYSIDE,2092
GAUTENG,JOHANNESBURG,SYDENHAM EAST,2192
GAUTENG,JOHANNESBURG,SYDENHAM,2192
GAUTENG,JOHANNESBURG,TALBOTON,2192
GAUTENG,JOHANNESBURG,TAYLORSHAM,2197
GAUTENG,JOHANNESBURG,THE HILL,2197
GAUTENG,JOHANNESBURG,THEMBALIHLE,1821
GAUTENG,JOHANNESBURG,THETA,2013
GAUTENG,JOHANNESBURG,TOWERBY,2190
GAUTENG,JOHANNESBURG,TOWNSVIEW,2190
GAUTENG,JOHANNESBURG,TROJAN,2190
GAUTENG,JOHANNESBURG,TROYEVILLE,2094
GAUTENG,JOHANNESBURG,TULISA PARK,2197
GAUTENG,JOHANNESBURG,TURF CLUB,2190
GAUTENG,JOHANNESBURG,TURFFONTEIN A H,2190
GAUTENG,JOHANNESBURG,TURFFONTEIN WEST,2190
GAUTENG,JOHANNESBURG,TURFFONTEIN,2190
GAUTENG,JOHANNESBURG,UNAVILLE A H,1830
GAUTENG,JOHANNESBURG,UNIGRAY,2197
GAUTENG,JOHANNESBURG,UPPER HOUGHTON,2198
GAUTENG,JOHANNESBURG,VALERIEDENE,2195
GAUTENG,JOHANNESBURG,VELEDA PARK,2001
GAUTENG,JOHANNESBURG,VIEWCREST,2192
GAUTENG,JOHANNESBURG,VILLAGE DEEP,2001
GAUTENG,JOHANNESBURG,VILLAGE MAIN,2001
GAUTENG,JOHANNESBURG,VREDEPARK,2092
GAUTENG,JOHANNESBURG,WANDERERS VIEW,2001
GAUTENG,JOHANNESBURG,WATERFALL,2195
GAUTENG,JOHANNESBURG,WEMMER,2001
GAUTENG,JOHANNESBURG,WEST TURFFONTEIN,2190
GAUTENG,JOHANNESBURG,WESTCLIFF,2193
GAUTENG,JOHANNESBURG,WESTDENE,2092
GAUTENG,JOHANNESBURG,WESTERN,2093
GAUTENG,JOHANNESBURG,WESTGATE,2001
GAUTENG,JOHANNESBURG,WHITNEY GARDENS,2090
GAUTENG,JOHANNESBURG,WILLOWILD,2196
GAUTENG,JOHANNESBURG,WINCHESTER HILLS,2091
GAUTENG,JOHANNESBURG,WINFORD,2001
GAUTENG,JOHANNESBURG,WITS,2050
GAUTENG,JOHANNESBURG,WOLHUTER,2094
GAUTENG,JOHANNESBURG,WYMAN A H,2091
GAUTENG,JOHANNESBURG,YEOVILLE,2198
GAUTENG,JOHANNESBURG,ZAKARIYYA PARK,1828
GAUTENG,JOHANNESBURG,ZONNEBLOM,2196
GAUTENG,KEMPTON PARK,ALLEN GROVE,1619
GAUTENG,KEMPTON PARK,ASTON MANOR,1619
GAUTENG,KEMPTON PARK,BIRCH ACRES,1619
GAUTENG,KEMPTON PARK,BIRCHLEIGH A H,1619
GAUTENG,KEMPTON PARK,BIRCHLEIGH NORTH,1619
GAUTENG,KEMPTON PARK,BIRCHLEIGH,1619
GAUTENG,KEMPTON PARK,BONAERO PARK,1619
GAUTENG,KEMPTON PARK,BREDELL A H,1623
GAUTENG,KEMPTON PARK,BREDELL,1623
GAUTENG,KEMPTON PARK,CARO NOME A H,1619
GAUTENG,KEMPTON PARK,CHLOORKOP,1619
GAUTENG,KEMPTON PARK,CRESSLAWNS,1619
GAUTENG,KEMPTON PARK,CROYDON,1619
GAUTENG,KEMPTON PARK,EDLEEN,1619
GAUTENG,KEMPTON PARK,ESSELENPARK,1626
GAUTENG,KEMPTON PARK,ESTHER PARK,1619
GAUTENG,KEMPTON PARK,GLEN ERASMIA,1619
GAUTENG,KEMPTON PARK,GLEN MARAIS,1619
GAUTENG,KEMPTON PARK,ISANDO,1600
GAUTENG,KEMPTON PARK,KAALFONTEIN,1619
GAUTENG,KEMPTON PARK,KEMPTON PARK A H,1619
GAUTENG,KEMPTON PARK,KEMPTON PARK PROPER,1619
GAUTENG,KEMPTON PARK,KEMPTON PARK WEST,1619
GAUTENG,KEMPTON PARK,KEMPTON PARK,1619
GAUTENG,KEMPTON PARK,LAKESIDE,1609
GAUTENG,KEMPTON PARK,MOTSU,1619
GAUTENG,KEMPTON PARK,NIMROD PARK,1619
GAUTENG,KEMPTON PARK,NIMRODPARK,1619
GAUTENG,KEMPTON PARK,NORKEM PARK,1619
GAUTENG,KEMPTON PARK,POMONA A H,1619
GAUTENG,KEMPTON PARK,POMONA,1619
GAUTENG,KEMPTON PARK,RESTONVALE A H,1619
GAUTENG,KEMPTON PARK,RHODESFIELD,1619
GAUTENG,KEMPTON PARK,SPARTAN,1619
GAUTENG,KEMPTON PARK,SUNLAWN A H,1619
GAUTENG,KEMPTON PARK,TERENURE A H,1619
GAUTENG,KEMPTON PARK,TERENURE,1619
GAUTENG,KEMPTON PARK,THORNHILL,1609
GAUTENG,KEMPTON PARK,VAN RIEBEECK PARK,1619
GAUTENG,KEMPTON PARK,ZUURFONTEIN A H,1619
GAUTENG,KLIPRIVER,KLIPRIVER,1836
GAUTENG,KRUGERSDORP,AGAVIA,1739
GAUTENG,KRUGERSDORP,APPLE PARK,1739
GAUTENG,KRUGERSDORP,AVALANO TOWNSHIP,1739
GAUTENG,KRUGERSDORP,AVALANO,1739
GAUTENG,KRUGERSDORP,AZAADVILLE,1750
GAUTENG,KRUGERSDORP,BECKENDAN,1739
GAUTENG,KRUGERSDORP,BOLTONIA,1739
GAUTENG,KRUGERSDORP,BRANDVLEI,1739
GAUTENG,KRUGERSDORP,BREAUNANDA A H,1739
GAUTENG,KRUGERSDORP,BREAUNANDA,1739
GAUTENG,KRUGERSDORP,BURGERSHOOP,1739
GAUTENG,KRUGERSDORP,CAPE SETTLEMENTS,1739
GAUTENG,KRUGERSDORP,CHAMDOR,1739
GAUTENG,KRUGERSDORP,CHANCLIFF A H,1739
GAUTENG,KRUGERSDORP,DAN PIENAARVILLE,1739
GAUTENG,KRUGERSDORP,DELPORTON,1739
GAUTENG,KRUGERSDORP,DISTRIKDORP,1739
GAUTENG,KRUGERSDORP,DISWILMAR A H,1739
GAUTENG,KRUGERSDORP,DRIEFONTEIN,1747
GAUTENG,KRUGERSDORP,EASTERN,1739
GAUTENG,KRUGERSDORP,EASTPARK,1739
GAUTENG,KRUGERSDORP,ELANDSDRIFT,1739
GAUTENG,KRUGERSDORP,ELDORADO,1739
GAUTENG,KRUGERSDORP,ELJCEE,1739
GAUTENG,KRUGERSDORP,EVKOM,1739
GAUTENG,KRUGERSDORP,FACTORIA,1739
GAUTENG,KRUGERSDORP,FEATHERBROOKE ESTATE,1740
GAUTENG,KRUGERSDORP,FEATHERBROOKE,1739
GAUTENG,KRUGERSDORP,HELDERBLOM A H,1739
GAUTENG,KRUGERSDORP,HELDERBLOM,1739
GAUTENG,KRUGERSDORP,HEUNINGKLIP,1739
GAUTENG,KRUGERSDORP,HILLSVIEW,1739
GAUTENG,KRUGERSDORP,HOMES HAVEN,1740
GAUTENG,KRUGERSDORP,HONINGKLIP A H,1739
GAUTENG,KRUGERSDORP,HOSPITAL VIEW,1739
GAUTENG,KRUGERSDORP,KAGISO,1754
GAUTENG,KRUGERSDORP,KENMARE,1739
GAUTENG,KRUGERSDORP,KROMDRAAI,1739
GAUTENG,KRUGERSDORP,KRUGERSDORP NORTH,1739
GAUTENG,KRUGERSDORP,KRUGERSDORP WEST,1739
GAUTENG,KRUGERSDORP,KRUGERSDORP,1739
GAUTENG,KRUGERSDORP,LAMMERMOOR,1739
GAUTENG,KRUGERSDORP,LANCASTER,1739
GAUTENG,KRUGERSDORP,LEWISHAM,1739
GAUTENG,KRUGERSDORP,LINDLEY,1739
GAUTENG,KRUGERSDORP,LUIPAARDSVLEI 246 I Q,1739
GAUTENG,KRUGERSDORP,LUIPAARDSVLEI ESTATE MYNE,1739
GAUTENG,KRUGERSDORP,LUIPAARDSVLEI,1739
GAUTENG,KRUGERSDORP,MAGALIESBURG,2805
GAUTENG,KRUGERSDORP,MARABETH,1739
GAUTENG,KRUGERSDORP,MINDALORE NORTH,1739
GAUTENG,KRUGERSDORP,MINDALORE,1739
GAUTENG,KRUGERSDORP,MONUMENT,1739
GAUTENG,KRUGERSDORP,MOOIGELEGEN A H,1739
GAUTENG,KRUGERSDORP,MULDERSDRIF,1747
GAUTENG,KRUGERSDORP,MUNSIEVILLE,1739
GAUTENG,KRUGERSDORP,NIETGEDACHT,1739
GAUTENG,KRUGERSDORP,NOOITGEDACHT,1747
GAUTENG,KRUGERSDORP,NOORDHEUWEL,1739
GAUTENG,KRUGERSDORP,NOORDKRUIN,1739
GAUTENG,KRUGERSDORP,NORTHVALE A H,1739
GAUTENG,KRUGERSDORP,OAK TREE A H,1739
GAUTENG,KRUGERSDORP,OAK TREE,1739
GAUTENG,KRUGERSDORP,OAKLANDS A H,1739
GAUTENG,KRUGERSDORP,OAKLANDS,1739
GAUTENG,KRUGERSDORP,OATLANDS A H,1739
GAUTENG,KRUGERSDORP,OATLANDS,1739
GAUTENG,KRUGERSDORP,OLIVANNA,1739
GAUTENG,KRUGERSDORP,PAARDEKRAAL,1739
GAUTENG,KRUGERSDORP,PAARDEPLAATS A H,1739
GAUTENG,KRUGERSDORP,PINE HAVEN,1739
GAUTENG,KRUGERSDORP,PROTEA RIDGE,1739
GAUTENG,KRUGERSDORP,QUELLERIE PARK,1739
GAUTENG,KRUGERSDORP,RANGEVIEW,1739
GAUTENG,KRUGERSDORP,RANT EN DAL,1739
GAUTENG,KRUGERSDORP,RESERVOIR RIDGE,1739
GAUTENG,KRUGERSDORP,RIETFONTEIN A H,1739
GAUTENG,KRUGERSDORP,RIETFONTEIN,1739
GAUTENG,KRUGERSDORP,RIETVALLEI A H,1739
GAUTENG,KRUGERSDORP,RIETVLEI,1754
GAUTENG,KRUGERSDORP,RIVERSIDE,1739
